id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
"","	2022-07-01 02:31:34	","	2022-07-01 02:31:34	","	2022-07-01 02:31:34	","	197685921	","	224894458	","	55799909	","	accesslog	",1727
"","	2022-07-01 04:42:41	","	2022-07-01 04:42:41	","	2022-07-01 04:42:41	","	197689096	","	224894458	","	55799909	","	accesslog	",1727
"","	2022-07-01 04:42:44	","	2022-07-01 04:42:44	","	2022-07-01 04:42:44	","	197689096	","	224894458	","	55799908	","	accesslog	",1727
"","	2022-07-01 10:54:23	","	2022-07-01 10:54:23	","	2022-07-01 10:54:23	","	197258081	","	223945300	","	53746342	","	examanswer	",1727
"","	2022-07-01 10:54:23	","	2022-07-01 10:54:23	","	2022-07-01 10:54:23	","	197258081	","	223945300	","	53746342	","	examscore	",1727
"","	2022-07-01 11:42:01	","	2022-07-01 11:42:01	","	2022-07-01 11:42:01	","	197257111	","	223945300	","	53746342	","	accesslog	",1727
"","	2022-07-01 12:27:11	","	2022-07-01 12:27:11	","	2022-07-01 12:27:11	","	197257111	","	223945300	","	53746342	","	examanswer	",1727
"","	2022-07-01 12:27:11	","	2022-07-01 12:27:11	","	2022-07-01 12:27:11	","	197257111	","	223945300	","	53746342	","	examscore	",1727
"","	2022-07-01 12:39:29	","	2022-07-01 12:39:29	","	2022-07-01 12:39:29	","	147378481	","	224922228	","	55853631	","	accesslog	",1727
"","	2022-07-01 18:02:49	","	2022-07-01 18:02:49	","	2022-07-01 18:02:49	","	197259586	","	223945300	","	53746342	","	accesslog	",1727
"","	2022-07-01 18:25:15	","	2022-07-01 18:25:15	","	2022-07-01 18:25:15	","	147389486	","	224922228	","	55853631	","	accesslog	",1727
"","	2022-07-01 18:29:22	","	2022-07-01 18:29:22	","	2022-07-01 18:29:22	","	147389486	","	224922228	","	55853631	","	accesslog	",1727
"","	2022-07-01 21:04:56	","	2022-07-01 21:04:56	","	2022-07-01 21:04:56	","	111943930	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-07-02 07:17:56	","	2022-07-02 07:17:56	","	2022-07-02 07:17:56	","	111946336	","	224841013	","	55682821	","	accesslog	",1727
"","	2022-07-02 10:08:17	","	2022-07-02 10:08:17	","	2022-07-02 10:08:17	","	147392863	","	224989771	","	55998526	","	accesslog	",1727
"","	2022-07-02 10:33:11	","	2022-07-02 10:33:11	","	2022-07-02 10:33:11	","	197257886	","	223945300	","	53746342	","	accesslog	",1727
"","	2022-07-02 10:34:30	","	2022-07-02 10:34:30	","	2022-07-02 10:34:30	","	147392712	","	226410295	","	58754655	","	accesslog	",1727
